value,datetime,Wind,Nuclear,Coal,Int. exchanges,Solar PV,Hydro,day_period,weekday_type,season
187.45,2023-10-06 06:00:00,2218,5774,482,508,46,1560,Morning,Weekday,Autumn
170.87,2023-10-06 07:00:00,2195,5777,480,1773,46,1675,Morning,Weekday,Autumn
198.69,2023-10-06 08:00:00,2334,5774,537,2999,56,2154,Morning,Weekday,Autumn
186.14,2023-10-06 09:00:00,2205,5780,589,1833,2167,2036,Morning,Weekday,Autumn
185.24,2023-10-06 10:00:00,2098,5778,622,67,8489,768,Morning,Weekday,Autumn
184.01,2023-10-06 11:00:00,1983,5768,664,-900,11994,694,Morning,Weekday,Autumn
139.54,2023-10-06 12:00:00,1955,5763,683,-1222,13621,331,Afternoon,Weekday,Autumn
139.76,2023-10-06 13:00:00,2325,5759,688,-955,13385,368,Afternoon,Weekday,Autumn
144.78,2023-10-06 14:00:00,2424,5754,688,-1656,13654,338,Afternoon,Weekday,Autumn
149.42,2023-10-06 15:00:00,2491,5742,688,-1367,13364,314,Afternoon,Weekday,Autumn
217.72,2023-10-06 16:00:00,2620,5744,636,-1982,13878,254,Afternoon,Weekday,Autumn
225.5,2023-10-06 17:00:00,2666,5741,638,-1752,12751,362,Afternoon,Weekday,Autumn
238.31,2023-10-06 18:00:00,2703,5744,583,-1809,9245,563,Evening,Weekday,Autumn
229.26,2023-10-06 19:00:00,2811,5742,534,52,3139,1511,Evening,Weekday,Autumn
181.28,2023-10-06 20:00:00,3457,5748,485,1262,313,2181,Evening,Weekday,Autumn
176.23,2023-10-06 21:00:00,3913,5747,478,2434,26,2278,Evening,Weekday,Autumn
153.09,2023-10-06 22:00:00,4418,5752,479,1375,24,1627,Evening,Weekday,Autumn
150.96,2023-10-06 23:00:00,4610,5757,488,540,24,1358,Evening,Weekday,Autumn
136.91,2023-10-07 00:00:00,4172,5756,482,1114,22,718,Night,Weekend,Autumn
136.71,2023-10-07 01:00:00,4110,5757,478,1721,22,397,Night,Weekend,Autumn
136.64,2023-10-07 02:00:00,3859,5760,480,1207,22,364,Night,Weekend,Autumn
137.53,2023-10-07 03:00:00,3675,5756,479,991,22,371,Night,Weekend,Autumn
147.59,2023-10-07 04:00:00,3709,5760,479,1198,22,258,Night,Weekend,Autumn
151.19,2023-10-07 05:00:00,3533,5763,479,1055,22,245,Night,Weekend,Autumn
149.01,2023-10-07 06:00:00,3383,5769,480,1488,22,407,Morning,Weekend,Autumn
132.52,2023-10-07 07:00:00,3363,5769,480,1794,22,457,Morning,Weekend,Autumn
121.22,2023-10-07 08:00:00,3305,5768,480,2433,31,691,Morning,Weekend,Autumn
112.84,2023-10-07 09:00:00,3358,5775,479,2356,2037,563,Morning,Weekend,Autumn
94.53,2023-10-07 10:00:00,3288,5774,478,846,8115,419,Morning,Weekend,Autumn
107.01,2023-10-07 11:00:00,2822,5770,506,352,11533,329,Morning,Weekend,Autumn
103.94,2023-10-07 12:00:00,2398,5783,528,-195,13625,285,Afternoon,Weekend,Autumn
88.83,2023-10-07 13:00:00,2536,5778,481,-581,13585,426,Afternoon,Weekend,Autumn
107.34,2023-10-07 14:00:00,2491,5782,497,-635,13426,519,Afternoon,Weekend,Autumn
126.27,2023-10-07 15:00:00,2689,5775,484,-533,13006,225,Afternoon,Weekend,Autumn
136.81,2023-10-07 16:00:00,2670,5788,486,-608,13380,448,Afternoon,Weekend,Autumn
156.15,2023-10-07 17:00:00,2670,5804,483,-1620,12294,482,Afternoon,Weekend,Autumn
162.21,2023-10-07 18:00:00,2638,5820,482,-1449,8782,640,Evening,Weekend,Autumn
161.75,2023-10-07 19:00:00,2763,5829,513,165,2619,1317,Evening,Weekend,Autumn
159.04,2023-10-07 20:00:00,3045,5831,515,1903,174,1893,Evening,Weekend,Autumn
158.57,2023-10-07 21:00:00,3075,5833,478,2779,132,2093,Evening,Weekend,Autumn
162.4,2023-10-07 22:00:00,3147,5840,480,2670,124,1794,Evening,Weekend,Autumn
160.39,2023-10-07 23:00:00,3282,5843,480,1990,124,1856,Evening,Weekend,Autumn
157.62,2023-10-08 00:00:00,3229,5845,478,1864,124,1424,Night,Weekend,Autumn
162.65,2023-10-08 01:00:00,3034,5845,480,2717,123,454,Night,Weekend,Autumn
157.1,2023-10-08 02:00:00,2674,5847,479,2348,123,572,Night,Weekend,Autumn
157.25,2023-10-08 03:00:00,2503,5843,501,2363,123,540,Night,Weekend,Autumn
157.07,2023-10-08 04:00:00,2292,5851,498,2444,123,379,Night,Weekend,Autumn
159.94,2023-10-08 05:00:00,2102,5840,494,2401,123,340,Night,Weekend,Autumn
155.14,2023-10-08 06:00:00,2007,5843,490,2432,123,403,Morning,Weekend,Autumn
143.06,2023-10-08 07:00:00,2001,5843,493,2545,124,506,Morning,Weekend,Autumn
123.33,2023-10-08 08:00:00,2004,5823,540,2813,130,726,Morning,Weekend,Autumn
108.32,2023-10-08 09:00:00,2084,5817,545,1566,1960,595,Morning,Weekend,Autumn
100.93,2023-10-08 10:00:00,1924,5833,507,-1128,8455,389,Morning,Weekend,Autumn
83.44,2023-10-08 11:00:00,1864,5835,539,-1296,12231,458,Morning,Weekend,Autumn
82.92,2023-10-08 12:00:00,1808,5841,544,-1601,13098,461,Afternoon,Weekend,Autumn
101.73,2023-10-08 13:00:00,1850,5847,511,-1415,13264,476,Afternoon,Weekend,Autumn
114.08,2023-10-08 14:00:00,1982,5831,535,-1282,13513,553,Afternoon,Weekend,Autumn
123.07,2023-10-08 15:00:00,2066,5828,508,-2031,13624,575,Afternoon,Weekend,Autumn
153.22,2023-10-08 16:00:00,2283,5822,472,-2670,13402,419,Afternoon,Weekend,Autumn
179.66,2023-10-08 17:00:00,2447,5819,565,-4137,12448,773,Afternoon,Weekend,Autumn
170.25,2023-10-08 18:00:00,2909,5821,547,-3796,8968,507,Evening,Weekend,Autumn
167.19,2023-10-08 19:00:00,3024,5823,559,-2348,2745,896,Evening,Weekend,Autumn
163.12,2023-10-08 20:00:00,3249,5829,594,-220,183,1650,Evening,Weekend,Autumn
155.37,2023-10-08 21:00:00,3709,5827,554,2223,149,1436,Evening,Weekend,Autumn
166.51,2023-10-08 22:00:00,3671,5823,574,1875,132,1252,Evening,Weekend,Autumn
167.43,2023-10-08 23:00:00,3442,5827,530,1465,132,1150,Evening,Weekend,Autumn
163.55,2023-10-09 00:00:00,3364,5834,599,513,132,1175,Night,Weekday,Autumn
163.99,2023-10-09 01:00:00,3150,5831,559,1115,132,887,Night,Weekday,Autumn
163.67,2023-10-09 02:00:00,2822,5839,557,1389,132,867,Night,Weekday,Autumn
163.59,2023-10-09 03:00:00,2594,4928,554,1822,132,980,Night,Weekday,Autumn
165.74,2023-10-09 04:00:00,2407,4920,595,1682,132,1197,Night,Weekday,Autumn
169.18,2023-10-09 05:00:00,2152,4955,577,1778,132,1220,Night,Weekday,Autumn
201.43,2023-10-09 06:00:00,2005,3980,594,2152,132,1206,Morning,Weekday,Autumn
186.35,2023-10-09 07:00:00,1842,3977,633,2954,132,1552,Morning,Weekday,Autumn
217.39,2023-10-09 08:00:00,1756,3979,650,3543,137,1786,Morning,Weekday,Autumn
210.16,2023-10-09 09:00:00,1700,3977,733,3541,1890,1757,Morning,Weekday,Autumn
204.19,2023-10-09 10:00:00,1699,3981,749,1556,8309,733,Morning,Weekday,Autumn
197.57,2023-10-09 11:00:00,1548,3979,678,-238,11540,621,Morning,Weekday,Autumn
154.53,2023-10-09 12:00:00,1606,3979,679,-1585,13026,536,Afternoon,Weekday,Autumn
152.29,2023-10-09 13:00:00,1630,3976,678,-957,12827,438,Afternoon,Weekday,Autumn
164.4,2023-10-09 14:00:00,1695,3977,680,-981,12796,235,Afternoon,Weekday,Autumn
170.83,2023-10-09 15:00:00,1838,3974,678,-1257,12742,263,Afternoon,Weekday,Autumn
237.13,2023-10-09 16:00:00,1917,3974,771,-1599,12523,373,Afternoon,Weekday,Autumn
252.76,2023-10-09 17:00:00,2102,3968,801,-3904,11643,279,Afternoon,Weekday,Autumn
301.46,2023-10-09 18:00:00,2248,3967,752,-2104,8624,779,Evening,Weekday,Autumn
241.69,2023-10-09 19:00:00,2303,3969,803,-678,2633,1817,Evening,Weekday,Autumn
194.95,2023-10-09 20:00:00,2751,3970,850,831,76,2331,Evening,Weekday,Autumn
186.34,2023-10-09 21:00:00,3237,3973,911,1834,16,2238,Evening,Weekday,Autumn
169.69,2023-10-09 22:00:00,3142,3973,845,1480,16,1793,Evening,Weekday,Autumn
164.96,2023-10-09 23:00:00,2909,3974,814,536,16,1590,Evening,Weekday,Autumn
164.96,2023-10-10 00:00:00,2804,3974,728,363,15,1076,Night,Weekday,Autumn
165.62,2023-10-10 01:00:00,2457,3981,688,775,15,956,Night,Weekday,Autumn
165.9,2023-10-10 02:00:00,2197,3979,647,988,15,514,Night,Weekday,Autumn
165.67,2023-10-10 03:00:00,2082,3979,607,1268,15,338,Night,Weekday,Autumn
164.01,2023-10-10 04:00:00,1910,3978,606,1472,15,444,Night,Weekday,Autumn
190.8,2023-10-10 05:00:00,1795,3983,612,1400,15,483,Night,Weekday,Autumn
230.84,2023-10-10 06:00:00,1731,3980,687,1191,15,896,Morning,Weekday,Autumn
201.34,2023-10-10 07:00:00,1628,3980,727,-15,15,1782,Morning,Weekday,Autumn
226.44,2023-10-10 08:00:00,1439,3983,815,1221,52,2279,Morning,Weekday,Autumn
209.33,2023-10-10 09:00:00,1189,3983,910,971,1795,1976,Morning,Weekday,Autumn
205.71,2023-10-10 10:00:00,1135,3982,925,-377,8578,709,Morning,Weekday,Autumn
204.78,2023-10-10 11:00:00,1054,3985,862,-1476,12868,412,Morning,Weekday,Autumn
162.71,2023-10-10 12:00:00,1134,3981,858,-1736,13216,456,Afternoon,Weekday,Autumn
162.87,2023-10-10 13:00:00,1193,3978,858,-1131,13469,309,Afternoon,Weekday,Autumn
164.41,2023-10-10 14:00:00,1187,3973,856,-983,13179,365,Afternoon,Weekday,Autumn
178.68,2023-10-10 15:00:00,1292,3975,856,-645,13204,254,Afternoon,Weekday,Autumn
237.7,2023-10-10 16:00:00,1361,3969,856,-1172,13019,382,Afternoon,Weekday,Autumn
253.28,2023-10-10 17:00:00,1536,3969,807,-1221,12295,281,Afternoon,Weekday,Autumn
270.09,2023-10-10 18:00:00,1718,3966,751,-1505,8998,508,Evening,Weekday,Autumn
260.36,2023-10-10 19:00:00,1819,3970,792,-890,2741,2341,Evening,Weekday,Autumn
202.47,2023-10-10 20:00:00,2052,3967,851,807,154,2464,Evening,Weekday,Autumn
191.09,2023-10-10 21:00:00,2195,3973,854,2238,86,2434,Evening,Weekday,Autumn
175.02,2023-10-10 22:00:00,2148,3975,800,1536,54,1892,Evening,Weekday,Autumn
175.04,2023-10-10 23:00:00,2197,3980,772,325,52,1964,Evening,Weekday,Autumn
175.25,2023-10-11 00:00:00,2192,3979,770,571,16,1466,Night,Weekday,Autumn
175.08,2023-10-11 01:00:00,1820,3985,852,2266,16,1289,Night,Weekday,Autumn
175.54,2023-10-11 02:00:00,1640,3982,787,2422,16,857,Night,Weekday,Autumn
174.16,2023-10-11 03:00:00,1578,3987,827,2401,16,683,Night,Weekday,Autumn
171.75,2023-10-11 04:00:00,1465,3981,804,2315,16,712,Night,Weekday,Autumn
177.53,2023-10-11 05:00:00,1365,3985,892,2474,16,735,Night,Weekday,Autumn
212.64,2023-10-11 06:00:00,1381,3983,842,2617,16,1051,Morning,Weekday,Autumn
199.33,2023-10-11 07:00:00,1484,3983,840,2650,16,1760,Morning,Weekday,Autumn
214.82,2023-10-11 08:00:00,1549,3980,862,3572,61,2089,Morning,Weekday,Autumn
203.61,2023-10-11 09:00:00,1632,3981,882,2399,1842,2178,Morning,Weekday,Autumn
202.04,2023-10-11 10:00:00,1539,3980,901,361,8773,1016,Morning,Weekday,Autumn
203.21,2023-10-11 11:00:00,1560,3983,806,-810,12598,727,Morning,Weekday,Autumn
157.15,2023-10-11 12:00:00,1608,3982,870,-1403,13649,636,Afternoon,Weekday,Autumn
154.25,2023-10-11 13:00:00,1677,3981,872,-1683,13833,536,Afternoon,Weekday,Autumn
159.6,2023-10-11 14:00:00,1868,3979,869,-1246,13834,370,Afternoon,Weekday,Autumn
170.16,2023-10-11 15:00:00,1828,3974,856,-1197,13827,431,Afternoon,Weekday,Autumn
241.82,2023-10-11 16:00:00,1924,3974,808,-1076,13666,570,Afternoon,Weekday,Autumn
254.4,2023-10-11 17:00:00,2167,3973,754,-1526,12717,365,Afternoon,Weekday,Autumn
272.6,2023-10-11 18:00:00,2282,3971,897,-908,9259,682,Evening,Weekday,Autumn
260.88,2023-10-11 19:00:00,2357,3976,993,178,2380,1816,Evening,Weekday,Autumn
210.28,2023-10-11 20:00:00,2702,4061,996,1671,186,2752,Evening,Weekday,Autumn
207.04,2023-10-11 21:00:00,2786,4115,1035,2613,19,2849,Evening,Weekday,Autumn
174.78,2023-10-11 22:00:00,2902,4101,974,2290,18,2186,Evening,Weekday,Autumn
176.63,2023-10-11 23:00:00,2817,4110,848,1675,15,1913,Evening,Weekday,Autumn
176.04,2023-10-12 00:00:00,2753,4199,752,1382,15,1717,Night,Weekday,Autumn
176.58,2023-10-12 01:00:00,2842,4282,885,1069,15,1907,Night,Weekday,Autumn
174.8,2023-10-12 02:00:00,2919,4306,818,1277,15,1211,Night,Weekday,Autumn
174.65,2023-10-12 03:00:00,2829,4315,789,1390,15,670,Night,Weekday,Autumn
172.65,2023-10-12 04:00:00,2699,4387,749,1227,15,568,Night,Weekday,Autumn
177.04,2023-10-12 05:00:00,2571,4421,749,1270,15,626,Night,Weekday,Autumn
179.05,2023-10-12 06:00:00,2624,4433,789,1213,15,591,Morning,Weekday,Autumn
177.85,2023-10-12 07:00:00,2805,4431,772,-561,15,1246,Morning,Weekday,Autumn
171.71,2023-10-12 08:00:00,2854,4517,755,-2075,63,1504,Morning,Weekday,Autumn
135.75,2023-10-12 09:00:00,2919,4585,755,-3268,1576,1557,Morning,Weekday,Autumn
131.11,2023-10-12 10:00:00,2923,4667,738,-4447,7932,902,Morning,Weekday,Autumn
129.34,2023-10-12 11:00:00,2988,4744,721,-4786,12377,564,Morning,Weekday,Autumn
128.18,2023-10-12 12:00:00,3196,4797,721,-5250,13418,357,Afternoon,Weekday,Autumn
126.79,2023-10-12 13:00:00,3337,4892,723,-4168,13720,381,Afternoon,Weekday,Autumn
128.88,2023-10-12 14:00:00,3579,4949,735,-4405,13810,744,Afternoon,Weekday,Autumn
138.43,2023-10-12 15:00:00,3688,5007,704,-4613,13774,342,Afternoon,Weekday,Autumn
176.06,2023-10-12 16:00:00,3783,5091,652,-5077,13503,511,Afternoon,Weekday,Autumn
182.66,2023-10-12 17:00:00,3861,5198,655,-5259,12616,887,Afternoon,Weekday,Autumn
196.14,2023-10-12 18:00:00,3894,5274,730,-4872,8826,1035,Evening,Weekday,Autumn
179.58,2023-10-12 19:00:00,4156,5392,806,-3190,2341,1787,Evening,Weekday,Autumn
178.0,2023-10-12 20:00:00,4544,5487,854,-474,93,2293,Evening,Weekday,Autumn
173.18,2023-10-12 21:00:00,4983,5580,924,829,25,2021,Evening,Weekday,Autumn
174.23,2023-10-12 22:00:00,5127,5625,793,898,25,1618,Evening,Weekday,Autumn
174.23,2023-10-12 23:00:00,5798,5622,769,948,25,896,Evening,Weekday,Autumn
172.18,2023-10-13 00:00:00,6174,5632,731,703,24,316,Night,Weekday,Autumn
153.54,2023-10-13 01:00:00,6552,5636,674,741,24,285,Night,Weekday,Autumn
151.02,2023-10-13 02:00:00,6686,5644,664,359,24,328,Night,Weekday,Autumn
153.14,2023-10-13 03:00:00,6536,5648,673,-286,24,399,Night,Weekday,Autumn
172.64,2023-10-13 04:00:00,6403,5644,672,-145,24,363,Night,Weekday,Autumn
176.27,2023-10-13 05:00:00,6829,5645,662,300,24,233,Night,Weekday,Autumn
215.47,2023-10-13 06:00:00,7022,5650,662,484,24,297,Morning,Weekday,Autumn
198.31,2023-10-13 07:00:00,7270,5655,664,1406,24,492,Morning,Weekday,Autumn
226.32,2023-10-13 08:00:00,7285,5656,815,1611,71,1062,Morning,Weekday,Autumn
201.91,2023-10-13 09:00:00,6951,5663,811,360,1558,1680,Morning,Weekday,Autumn
201.06,2023-10-13 10:00:00,6591,5652,807,-364,7184,783,Morning,Weekday,Autumn
197.55,2023-10-13 11:00:00,6006,5587,822,-1146,10258,640,Morning,Weekday,Autumn
153.44,2023-10-13 12:00:00,6624,5459,866,-1116,10792,421,Afternoon,Weekday,Autumn
154.25,2023-10-13 13:00:00,7774,5430,859,-1520,11219,381,Afternoon,Weekday,Autumn
160.62,2023-10-13 14:00:00,7904,5432,859,-1531,11178,569,Afternoon,Weekday,Autumn
198.19,2023-10-13 15:00:00,7714,5355,856,-2252,10403,621,Afternoon,Weekday,Autumn
245.75,2023-10-13 16:00:00,7059,5305,819,-1984,8887,1258,Afternoon,Weekday,Autumn
253.25,2023-10-13 17:00:00,6523,5311,830,-726,6994,1482,Afternoon,Weekday,Autumn
262.47,2023-10-13 18:00:00,5888,5322,881,347,3858,2332,Evening,Weekday,Autumn
252.81,2023-10-13 19:00:00,5407,5340,845,2624,837,1876,Evening,Weekday,Autumn
206.47,2023-10-13 20:00:00,5393,5360,847,2903,75,2246,Evening,Weekday,Autumn
205.33,2023-10-13 21:00:00,5321,5372,847,3709,23,2553,Evening,Weekday,Autumn
186.89,2023-10-13 22:00:00,4501,5373,808,3674,22,2281,Evening,Weekday,Autumn
188.54,2023-10-13 23:00:00,3686,5381,796,3086,22,1654,Evening,Weekday,Autumn
189.41,2023-10-14 00:00:00,2936,5382,757,3261,19,968,Night,Weekend,Autumn
190.04,2023-10-14 01:00:00,2250,5377,756,3451,19,906,Night,Weekend,Autumn
189.4,2023-10-14 02:00:00,2179,5364,757,3255,19,824,Night,Weekend,Autumn
188.52,2023-10-14 03:00:00,2221,5374,710,2944,19,630,Night,Weekend,Autumn
187.29,2023-10-14 04:00:00,2400,5376,740,2732,19,820,Night,Weekend,Autumn
183.49,2023-10-14 05:00:00,3705,5362,756,2199,19,471,Night,Weekend,Autumn
183.97,2023-10-14 06:00:00,4565,5368,728,2044,19,545,Morning,Weekend,Autumn
175.65,2023-10-14 07:00:00,5807,5377,718,1514,17,487,Morning,Weekend,Autumn
174.18,2023-10-14 08:00:00,5820,5382,717,1313,43,807,Morning,Weekend,Autumn
176.86,2023-10-14 09:00:00,5181,5382,699,1197,400,1031,Morning,Weekend,Autumn
175.93,2023-10-14 10:00:00,4334,5393,737,1152,2949,1203,Morning,Weekend,Autumn
175.29,2023-10-14 11:00:00,3362,5389,769,631,5140,1223,Morning,Weekend,Autumn
168.17,2023-10-14 12:00:00,2854,5389,781,-333,7542,805,Afternoon,Weekend,Autumn
150.25,2023-10-14 13:00:00,2323,5386,790,-495,8020,890,Afternoon,Weekend,Autumn
147.99,2023-10-14 14:00:00,1764,5381,780,-440,8591,959,Afternoon,Weekend,Autumn
160.9,2023-10-14 15:00:00,1598,5383,790,-852,8528,898,Afternoon,Weekend,Autumn
180.88,2023-10-14 16:00:00,1934,5390,809,-1520,8882,598,Afternoon,Weekend,Autumn
188.0,2023-10-14 17:00:00,2454,5387,770,-1394,8173,590,Afternoon,Weekend,Autumn
187.42,2023-10-14 18:00:00,2446,5418,801,-1022,6072,908,Evening,Weekend,Autumn
181.83,2023-10-14 19:00:00,2648,5445,796,393,1675,2005,Evening,Weekend,Autumn
181.15,2023-10-14 20:00:00,3157,5457,836,2234,79,2272,Evening,Weekend,Autumn
182.19,2023-10-14 21:00:00,3568,5456,826,2819,19,2401,Evening,Weekend,Autumn
192.56,2023-10-14 22:00:00,3952,5443,856,2407,19,1868,Evening,Weekend,Autumn
198.24,2023-10-14 23:00:00,4229,5446,951,1560,19,1329,Evening,Weekend,Autumn
198.27,2023-10-15 00:00:00,4752,5450,929,1247,18,847,Night,Weekend,Autumn
196.12,2023-10-15 01:00:00,4689,5431,810,1011,15,672,Night,Weekend,Autumn
196.64,2023-10-15 02:00:00,3977,5445,854,809,15,722,Night,Weekend,Autumn
201.0,2023-10-15 03:00:00,3662,5444,859,483,15,483,Night,Weekend,Autumn
200.4,2023-10-15 04:00:00,3535,5444,850,642,15,386,Night,Weekend,Autumn
196.35,2023-10-15 05:00:00,3544,5460,852,677,15,422,Night,Weekend,Autumn
199.67,2023-10-15 06:00:00,3403,5445,911,926,15,473,Morning,Weekend,Autumn
196.02,2023-10-15 07:00:00,2859,5444,901,988,15,921,Morning,Weekend,Autumn
159.86,2023-10-15 08:00:00,2722,5456,927,1421,45,1057,Morning,Weekend,Autumn
142.95,2023-10-15 09:00:00,2119,5463,902,1589,1208,1040,Morning,Weekend,Autumn
142.95,2023-10-15 10:00:00,1398,5471,834,675,5336,929,Morning,Weekend,Autumn
146.38,2023-10-15 11:00:00,1347,5476,726,-275,7689,679,Morning,Weekend,Autumn
146.41,2023-10-15 12:00:00,1110,5471,689,-1175,9841,397,Afternoon,Weekend,Autumn
142.93,2023-10-15 13:00:00,954,5470,683,-928,10515,379,Afternoon,Weekend,Autumn
146.23,2023-10-15 14:00:00,1182,5466,777,-1261,10803,365,Afternoon,Weekend,Autumn
186.91,2023-10-15 15:00:00,1354,5466,795,-929,9794,436,Afternoon,Weekend,Autumn
194.77,2023-10-15 16:00:00,1636,5466,852,-498,8463,400,Afternoon,Weekend,Autumn
205.42,2023-10-15 17:00:00,1802,5475,982,-141,5993,422,Afternoon,Weekend,Autumn
208.91,2023-10-15 18:00:00,1947,5471,1064,702,3210,982,Evening,Weekend,Autumn
208.43,2023-10-15 19:00:00,1870,5469,1065,741,660,1634,Evening,Weekend,Autumn
198.44,2023-10-15 20:00:00,1768,5470,1063,820,70,2568,Evening,Weekend,Autumn
193.11,2023-10-15 21:00:00,1767,5467,1038,2433,29,2555,Evening,Weekend,Autumn
186.97,2023-10-15 22:00:00,2082,5461,1047,2146,28,2430,Evening,Weekend,Autumn
185.68,2023-10-15 23:00:00,2295,5465,1044,1296,28,2175,Evening,Weekend,Autumn
170.83,2023-10-16 00:00:00,2809,5473,1041,1670,28,1335,Night,Weekday,Autumn
158.29,2023-10-16 01:00:00,3120,5469,989,1969,28,588,Night,Weekday,Autumn
155.81,2023-10-16 02:00:00,3232,5450,925,1488,28,508,Night,Weekday,Autumn
156.07,2023-10-16 03:00:00,3070,5456,835,1367,28,558,Night,Weekday,Autumn
184.49,2023-10-16 04:00:00,3304,5457,769,1388,28,535,Night,Weekday,Autumn
202.02,2023-10-16 05:00:00,3412,5455,920,1787,28,523,Night,Weekday,Autumn
249.54,2023-10-16 06:00:00,3535,5458,1107,1635,28,830,Morning,Weekday,Autumn
222.29,2023-10-16 07:00:00,3491,5443,1245,461,28,1834,Morning,Weekday,Autumn
252.7,2023-10-16 08:00:00,3617,5443,1268,800,55,2345,Morning,Weekday,Autumn
247.99,2023-10-16 09:00:00,3569,5464,1271,937,513,2632,Morning,Weekday,Autumn
243.34,2023-10-16 10:00:00,3556,5466,1268,456,2795,2346,Morning,Weekday,Autumn
242.08,2023-10-16 11:00:00,3511,5468,1270,174,6032,2049,Morning,Weekday,Autumn
191.37,2023-10-16 12:00:00,3665,5462,1236,-53,7029,2050,Afternoon,Weekday,Autumn
182.88,2023-10-16 13:00:00,3681,5462,1195,-255,8358,1651,Afternoon,Weekday,Autumn
206.52,2023-10-16 14:00:00,4167,5460,1004,467,8788,888,Afternoon,Weekday,Autumn
214.28,2023-10-16 15:00:00,4459,5465,1013,606,8490,912,Afternoon,Weekday,Autumn
267.31,2023-10-16 16:00:00,4539,5454,962,409,7126,995,Afternoon,Weekday,Autumn
345.71,2023-10-16 17:00:00,4742,5447,1259,-355,5508,1044,Afternoon,Weekday,Autumn
276.86,2023-10-16 18:00:00,4719,5456,1300,-536,3410,1240,Evening,Weekday,Autumn
258.74,2023-10-16 19:00:00,4759,5442,1268,-23,736,2169,Evening,Weekday,Autumn
206.77,2023-10-16 20:00:00,4976,5456,1268,939,46,3134,Evening,Weekday,Autumn
191.41,2023-10-16 21:00:00,5475,5468,1263,2366,9,2642,Evening,Weekday,Autumn
170.24,2023-10-16 22:00:00,5789,5476,1278,2332,8,2147,Evening,Weekday,Autumn
157.56,2023-10-16 23:00:00,6540,5456,1193,1920,8,1511,Evening,Weekday,Autumn
152.59,2023-10-17 00:00:00,6748,5452,760,1972,8,1052,Night,Weekday,Autumn
143.97,2023-10-17 01:00:00,6975,5461,564,2064,8,1030,Night,Weekday,Autumn
141.21,2023-10-17 02:00:00,7613,5450,480,1632,8,784,Night,Weekday,Autumn
142.69,2023-10-17 03:00:00,8092,5450,482,1149,8,575,Night,Weekday,Autumn
157.77,2023-10-17 04:00:00,8120,5466,481,638,8,674,Night,Weekday,Autumn
178.9,2023-10-17 05:00:00,9177,5462,479,682,8,545,Night,Weekday,Autumn
214.33,2023-10-17 06:00:00,9644,5445,480,69,8,686,Morning,Weekday,Autumn
202.4,2023-10-17 07:00:00,10026,5455,545,187,8,1829,Morning,Weekday,Autumn
239.49,2023-10-17 08:00:00,10326,5469,548,296,15,2275,Morning,Weekday,Autumn
221.93,2023-10-17 09:00:00,10877,5507,536,192,655,2069,Morning,Weekday,Autumn
203.37,2023-10-17 10:00:00,10916,5538,353,-1151,4169,1538,Morning,Weekday,Autumn
201.37,2023-10-17 11:00:00,11437,5577,404,-2268,6556,898,Morning,Weekday,Autumn
153.81,2023-10-17 12:00:00,12805,5602,458,-3652,7271,906,Afternoon,Weekday,Autumn
154.37,2023-10-17 13:00:00,13583,5609,458,-4443,8516,700,Afternoon,Weekday,Autumn
154.97,2023-10-17 14:00:00,14337,5614,458,-4197,8762,727,Afternoon,Weekday,Autumn
157.04,2023-10-17 15:00:00,15237,5610,407,-4486,9550,509,Afternoon,Weekday,Autumn
217.18,2023-10-17 16:00:00,16669,5608,407,-4732,7102,945,Afternoon,Weekday,Autumn
228.03,2023-10-17 17:00:00,16924,5606,355,-4631,5613,944,Afternoon,Weekday,Autumn
242.13,2023-10-17 18:00:00,16868,5605,305,-4357,3425,1188,Evening,Weekday,Autumn
214.8,2023-10-17 19:00:00,16501,5611,306,-2950,679,1693,Evening,Weekday,Autumn
160.48,2023-10-17 20:00:00,15806,5611,306,-1678,58,2373,Evening,Weekday,Autumn
151.51,2023-10-17 21:00:00,15917,5616,306,-1062,12,2229,Evening,Weekday,Autumn
99.1,2023-10-17 22:00:00,16039,5613,305,-833,11,1138,Evening,Weekday,Autumn
99.1,2023-10-17 22:00:00,16039,5613,305,-833,11,1138,Evening,Weekday,Autumn
73.49,2023-10-17 23:00:00,15613,5612,303,-631,11,965,Evening,Weekday,Autumn
62.9,2023-10-18 00:00:00,15631,5616,308,-659,12,797,Night,Weekday,Autumn
46.11,2023-10-18 01:00:00,16130,5612,314,-1210,11,565,Night,Weekday,Autumn
40.59,2023-10-18 02:00:00,15755,5610,319,-706,11,534,Night,Weekday,Autumn
45.6,2023-10-18 03:00:00,15348,5613,284,-669,11,557,Night,Weekday,Autumn
85.74,2023-10-18 04:00:00,15245,5607,270,-1147,11,568,Night,Weekday,Autumn
110.69,2023-10-18 05:00:00,15462,5606,295,-1156,11,619,Night,Weekday,Autumn
163.83,2023-10-18 06:00:00,14863,5607,291,-893,11,743,Morning,Weekday,Autumn
156.82,2023-10-18 07:00:00,14799,5605,332,-758,11,685,Morning,Weekday,Autumn
193.12,2023-10-18 08:00:00,14891,5606,352,-1223,36,1482,Morning,Weekday,Autumn
174.33,2023-10-18 09:00:00,14317,5609,339,-1212,621,1891,Morning,Weekday,Autumn
163.91,2023-10-18 10:00:00,14382,5610,354,-2162,3516,1597,Morning,Weekday,Autumn
161.74,2023-10-18 11:00:00,14674,5606,405,-3962,6173,958,Morning,Weekday,Autumn
