value,datetime,Wind,Nuclear,Coal,Int. exchanges,Solar PV,Hydro,day_period,weekday_type,season
180.95,2024-06-27 17:00:00,7453,6947,322,-1956,14536,1179,Afternoon,Weekday,Summer
209.29,2024-06-27 18:00:00,8700,6938,322,-1957,12170,1981,Evening,Weekday,Summer
222.54,2024-06-27 19:00:00,9389,6953,322,-2421,8682,1906,Evening,Weekday,Summer
176.36,2024-06-27 20:00:00,10273,6956,342,-2090,5303,2381,Evening,Weekday,Summer
171.88,2024-06-27 21:00:00,10419,6963,341,-1256,1269,3164,Evening,Weekday,Summer
132.95,2024-06-27 22:00:00,9994,6975,341,-1257,116,3985,Evening,Weekday,Summer
136.69,2024-06-27 23:00:00,9581,6986,341,-1633,75,3616,Evening,Weekday,Summer
135.49,2024-06-28 00:00:00,8512,6988,341,-1151,65,2795,Night,Weekday,Summer
129.3,2024-06-28 01:00:00,7753,6999,341,-736,64,2819,Night,Weekday,Summer
128.51,2024-06-28 02:00:00,7290,6995,340,-198,64,2228,Night,Weekday,Summer
131.16,2024-06-28 03:00:00,7180,7001,341,-449,64,2160,Night,Weekday,Summer
133.64,2024-06-28 04:00:00,6834,6997,341,-430,64,2013,Night,Weekday,Summer
137.88,2024-06-28 05:00:00,6583,7005,341,-447,64,2324,Night,Weekday,Summer
165.85,2024-06-28 06:00:00,6270,7005,341,67,64,2848,Morning,Weekday,Summer
160.8,2024-06-28 07:00:00,6288,7008,331,190,237,3613,Morning,Weekday,Summer
197.71,2024-06-28 08:00:00,6133,7009,322,543,2492,3689,Morning,Weekday,Summer
179.96,2024-06-28 09:00:00,5379,7011,282,-532,6434,3335,Morning,Weekday,Summer
161.25,2024-06-28 10:00:00,5101,6999,249,-1309,9347,2593,Morning,Weekday,Summer
146.08,2024-06-28 11:00:00,5204,6991,296,-1201,11632,1761,Morning,Weekday,Summer
93.79,2024-06-28 12:00:00,5666,6980,294,-1591,11483,1755,Afternoon,Weekday,Summer
87.34,2024-06-28 13:00:00,6444,6979,294,-1823,12505,1760,Afternoon,Weekday,Summer
81.49,2024-06-28 14:00:00,7391,6974,236,-1818,11925,2110,Afternoon,Weekday,Summer
82.01,2024-06-28 15:00:00,8158,6972,237,-2455,11866,1201,Afternoon,Weekday,Summer
153.68,2024-06-28 16:00:00,9458,6965,238,-2846,12234,1002,Afternoon,Weekday,Summer
200.96,2024-06-28 17:00:00,10125,6969,238,-2874,11804,852,Afternoon,Weekday,Summer
204.95,2024-06-28 18:00:00,11376,6961,249,-3001,10068,874,Evening,Weekday,Summer
210.81,2024-06-28 19:00:00,12007,6964,249,-3315,7665,1367,Evening,Weekday,Summer
171.1,2024-06-28 20:00:00,11047,6975,235,-4554,3709,2331,Evening,Weekday,Summer
160.74,2024-06-28 21:00:00,10459,6972,234,-2628,877,3141,Evening,Weekday,Summer
134.14,2024-06-28 22:00:00,9546,6990,236,-1416,87,4102,Evening,Weekday,Summer
115.57,2024-06-28 23:00:00,9849,6995,237,-2053,89,3662,Evening,Weekday,Summer
88.79,2024-06-29 00:00:00,9130,6993,238,-1454,84,2707,Night,Weekend,Summer
88.52,2024-06-29 01:00:00,8836,6993,240,-391,83,2406,Night,Weekend,Summer
88.77,2024-06-29 02:00:00,8505,6998,241,-992,78,2610,Night,Weekend,Summer
87.26,2024-06-29 03:00:00,8545,6992,241,-901,78,2262,Night,Weekend,Summer
88.59,2024-06-29 04:00:00,8183,6992,241,-779,78,1856,Night,Weekend,Summer
96.77,2024-06-29 05:00:00,6508,6993,242,-677,78,2155,Night,Weekend,Summer
89.03,2024-06-29 06:00:00,5900,6992,242,-952,78,2338,Morning,Weekend,Summer
90.03,2024-06-29 07:00:00,6167,6998,241,-482,122,1560,Morning,Weekend,Summer
83.18,2024-06-29 08:00:00,6212,6998,239,-351,1503,1434,Morning,Weekend,Summer
70.64,2024-06-29 09:00:00,6669,7009,239,-493,4495,1149,Morning,Weekend,Summer
69.68,2024-06-29 10:00:00,6854,7008,236,-1165,6452,1302,Morning,Weekend,Summer
68.76,2024-06-29 11:00:00,8110,7003,303,-1636,7352,1457,Morning,Weekend,Summer
41.04,2024-06-29 12:00:00,8696,6995,291,-2168,8251,1405,Afternoon,Weekend,Summer
32.33,2024-06-29 13:00:00,8313,6991,312,-2284,10046,926,Afternoon,Weekend,Summer
45.14,2024-06-29 14:00:00,7994,6990,249,-2235,11879,779,Afternoon,Weekend,Summer
67.67,2024-06-29 15:00:00,7457,6990,240,-2802,11743,867,Afternoon,Weekend,Summer
73.31,2024-06-29 16:00:00,6831,6987,240,-3104,11855,1046,Afternoon,Weekend,Summer
89.76,2024-06-29 17:00:00,7501,6989,238,-2813,10498,1151,Afternoon,Weekend,Summer
117.69,2024-06-29 18:00:00,7456,6989,239,-1532,9237,1055,Evening,Weekend,Summer
144.36,2024-06-29 19:00:00,7127,6981,237,-638,7467,1410,Evening,Weekend,Summer
148.99,2024-06-29 20:00:00,5778,6985,236,-112,4169,1947,Evening,Weekend,Summer
142.61,2024-06-29 21:00:00,4363,6993,236,958,1114,2662,Evening,Weekend,Summer
146.55,2024-06-29 22:00:00,3783,6989,236,1588,68,3812,Evening,Weekend,Summer
144.34,2024-06-29 23:00:00,3315,6990,237,1456,60,3910,Evening,Weekend,Summer
148.45,2024-06-30 00:00:00,2941,6987,249,1355,67,3034,Night,Weekend,Summer
148.92,2024-06-30 01:00:00,2539,6999,241,791,0,2927,Night,Weekend,Summer
148.26,2024-06-30 02:00:00,2394,6997,241,1017,0,2680,Night,Weekend,Summer
145.78,2024-06-30 03:00:00,2267,7001,242,884,16,2452,Night,Weekend,Summer
143.69,2024-06-30 04:00:00,2008,7005,242,866,17,2350,Night,Weekend,Summer
123.41,2024-06-30 05:00:00,1609,7007,249,635,23,2531,Night,Weekend,Summer
91.15,2024-06-30 06:00:00,1410,7009,250,609,23,2649,Morning,Weekend,Summer
88.23,2024-06-30 07:00:00,1238,7006,242,207,87,2817,Morning,Weekend,Summer
69.89,2024-06-30 08:00:00,970,7007,241,-533,2241,2188,Morning,Weekend,Summer
55.53,2024-06-30 09:00:00,647,7008,241,-1203,6657,1770,Morning,Weekend,Summer
41.06,2024-06-30 10:00:00,703,7003,240,-1129,10599,1283,Morning,Weekend,Summer
35.09,2024-06-30 11:00:00,926,7002,250,-1371,13777,756,Morning,Weekend,Summer
30.45,2024-06-30 12:00:00,1208,6994,250,-2095,15178,760,Afternoon,Weekend,Summer
30.98,2024-06-30 13:00:00,1574,6981,240,-2244,15606,550,Afternoon,Weekend,Summer
32.82,2024-06-30 14:00:00,1529,6980,239,-1883,15946,589,Afternoon,Weekend,Summer
36.6,2024-06-30 15:00:00,1955,6971,239,-2944,15415,912,Afternoon,Weekend,Summer
72.23,2024-06-30 16:00:00,1885,6970,249,-2975,15095,670,Afternoon,Weekend,Summer
87.29,2024-06-30 17:00:00,2601,6968,239,-3315,14071,818,Afternoon,Weekend,Summer
99.83,2024-06-30 18:00:00,3133,6971,238,-2357,11947,705,Evening,Weekend,Summer
140.84,2024-06-30 19:00:00,3696,6964,237,-2238,10360,1226,Evening,Weekend,Summer
141.18,2024-06-30 20:00:00,5260,6974,236,-2160,6274,2116,Evening,Weekend,Summer
141.5,2024-06-30 21:00:00,6237,6981,237,29,1843,2704,Evening,Weekend,Summer
120.54,2024-06-30 22:00:00,7181,6977,236,714,93,3305,Evening,Weekend,Summer
116.89,2024-06-30 23:00:00,6948,6991,237,589,85,3308,Evening,Weekend,Summer
110.85,2024-07-01 00:00:00,6594,6985,239,42,81,2766,Night,Weekday,Summer
118.58,2024-07-01 01:00:00,6723,6997,240,-239,82,2547,Night,Weekday,Summer
100.34,2024-07-01 02:00:00,6971,7007,241,228,83,2010,Night,Weekday,Summer
101.36,2024-07-01 03:00:00,7199,7007,241,63,31,1415,Night,Weekday,Summer
107.72,2024-07-01 04:00:00,7794,7009,242,81,31,1150,Night,Weekday,Summer
140.54,2024-07-01 05:00:00,8112,7001,249,-258,39,1385,Night,Weekday,Summer
144.06,2024-07-01 06:00:00,8615,7005,242,-248,31,1545,Morning,Weekday,Summer
117.78,2024-07-01 07:00:00,8767,7003,241,-459,130,2138,Morning,Weekday,Summer
159.63,2024-07-01 08:00:00,8814,7012,240,-1796,2855,2190,Morning,Weekday,Summer
151.91,2024-07-01 09:00:00,8078,7020,253,-3948,9055,1780,Morning,Weekday,Summer
151.47,2024-07-01 10:00:00,7964,7025,251,-5376,12976,1132,Morning,Weekday,Summer
151.24,2024-07-01 11:00:00,7066,7022,321,-6271,15407,720,Morning,Weekday,Summer
87.43,2024-07-01 12:00:00,5796,7016,390,-5054,15918,645,Afternoon,Weekday,Summer
81.53,2024-07-01 13:00:00,6117,7014,262,-5284,16237,586,Afternoon,Weekday,Summer
76.65,2024-07-01 14:00:00,6007,7016,244,-5606,16351,962,Afternoon,Weekday,Summer
88.08,2024-07-01 15:00:00,6532,7006,249,-6149,16425,574,Afternoon,Weekday,Summer
151.09,2024-07-01 16:00:00,6872,7000,249,-6486,16138,607,Afternoon,Weekday,Summer
169.28,2024-07-01 17:00:00,7153,6991,240,-6652,15469,586,Afternoon,Weekday,Summer
196.37,2024-07-01 18:00:00,7503,6990,248,-6233,14549,942,Evening,Weekday,Summer
202.02,2024-07-01 19:00:00,8187,6989,276,-5791,13289,1017,Evening,Weekday,Summer
171.01,2024-07-01 20:00:00,9372,6995,302,-3973,8976,1382,Evening,Weekday,Summer
156.1,2024-07-01 21:00:00,9586,6983,306,-1101,2306,2430,Evening,Weekday,Summer
113.19,2024-07-01 22:00:00,9564,6986,324,-1131,75,3420,Evening,Weekday,Summer
98.14,2024-07-01 23:00:00,9792,6998,322,-2756,30,3170,Evening,Weekday,Summer
88.16,2024-07-02 00:00:00,9948,7013,321,-2983,25,2567,Night,Weekday,Summer
86.17,2024-07-02 01:00:00,9803,7018,324,-1091,108,1790,Night,Weekday,Summer
87.99,2024-07-02 02:00:00,9277,7021,323,-1083,27,1688,Night,Weekday,Summer
90.3,2024-07-02 03:00:00,8831,7021,323,-653,27,1515,Night,Weekday,Summer
103.48,2024-07-02 04:00:00,8912,7025,323,-979,34,1548,Night,Weekday,Summer
133.95,2024-07-02 05:00:00,8776,7020,323,-652,28,1613,Night,Weekday,Summer
132.88,2024-07-02 06:00:00,8688,7023,323,-328,27,1630,Morning,Weekday,Summer
114.39,2024-07-02 07:00:00,8547,7024,322,-541,203,2231,Morning,Weekday,Summer
150.11,2024-07-02 08:00:00,8110,7019,322,-2392,4281,2395,Morning,Weekday,Summer
146.41,2024-07-02 09:00:00,7431,7018,323,-5201,11357,1385,Morning,Weekday,Summer
141.74,2024-07-02 10:00:00,6051,7013,322,-5952,15041,1346,Morning,Weekday,Summer
139.53,2024-07-02 11:00:00,5689,7017,387,-6452,16614,1082,Morning,Weekday,Summer
83.37,2024-07-02 12:00:00,5676,7013,374,-6617,17933,1103,Afternoon,Weekday,Summer
68.92,2024-07-02 13:00:00,6074,7005,377,-6914,18710,914,Afternoon,Weekday,Summer
68.99,2024-07-02 14:00:00,5471,7002,343,-6147,18691,1169,Afternoon,Weekday,Summer
76.33,2024-07-02 15:00:00,6008,6991,337,-6466,18636,1085,Afternoon,Weekday,Summer
152.18,2024-07-02 16:00:00,6330,6979,301,-6097,17555,893,Afternoon,Weekday,Summer
156.78,2024-07-02 17:00:00,6505,6972,305,-6071,17186,905,Afternoon,Weekday,Summer
195.99,2024-07-02 18:00:00,6783,6965,306,-6143,16770,1267,Evening,Weekday,Summer
233.18,2024-07-02 19:00:00,7527,6967,253,-6443,14683,1677,Evening,Weekday,Summer
183.32,2024-07-02 20:00:00,7978,6968,236,-5568,9112,2584,Evening,Weekday,Summer
161.86,2024-07-02 21:00:00,7913,6973,236,-3339,2254,4176,Evening,Weekday,Summer
138.47,2024-07-02 22:00:00,8573,6985,236,-2066,101,3775,Evening,Weekday,Summer
128.17,2024-07-02 23:00:00,8796,6991,237,-2286,35,3591,Evening,Weekday,Summer
125.81,2024-07-03 00:00:00,8340,7003,239,-2429,34,3029,Night,Weekday,Summer
116.61,2024-07-03 01:00:00,7615,7009,251,-629,22,2261,Night,Weekday,Summer
115.43,2024-07-03 02:00:00,7121,7013,249,-638,21,1812,Night,Weekday,Summer
109.53,2024-07-03 03:00:00,6711,7014,249,-589,22,1873,Night,Weekday,Summer
128.17,2024-07-03 04:00:00,6579,7017,242,-462,25,1787,Night,Weekday,Summer
146.55,2024-07-03 05:00:00,6229,7017,242,-333,25,2139,Night,Weekday,Summer
167.83,2024-07-03 06:00:00,6285,7015,242,-315,24,3061,Morning,Weekday,Summer
145.38,2024-07-03 07:00:00,6174,7018,242,284,149,3324,Morning,Weekday,Summer
165.18,2024-07-03 08:00:00,5840,7024,294,273,3772,2108,Morning,Weekday,Summer
149.42,2024-07-03 09:00:00,4806,7017,244,-2658,10728,1314,Morning,Weekday,Summer
144.78,2024-07-03 10:00:00,4015,7014,249,-4195,15100,1046,Morning,Weekday,Summer
130.83,2024-07-03 11:00:00,3900,7005,318,-5052,17419,876,Morning,Weekday,Summer
73.44,2024-07-03 12:00:00,4087,7009,307,-5251,17915,857,Afternoon,Weekday,Summer
69.5,2024-07-03 13:00:00,4409,7000,365,-4472,19088,798,Afternoon,Weekday,Summer
63.64,2024-07-03 14:00:00,4442,6994,383,-4771,19274,953,Afternoon,Weekday,Summer
73.63,2024-07-03 15:00:00,4929,6988,422,-5454,19139,878,Afternoon,Weekday,Summer
141.05,2024-07-03 16:00:00,5221,6974,368,-6173,19084,878,Afternoon,Weekday,Summer
150.03,2024-07-03 17:00:00,5446,6971,383,-5785,18519,817,Afternoon,Weekday,Summer
213.96,2024-07-03 18:00:00,6117,6969,378,-5541,17677,939,Evening,Weekday,Summer
225.41,2024-07-03 19:00:00,6850,6960,362,-3907,15273,858,Evening,Weekday,Summer
175.41,2024-07-03 20:00:00,6819,6964,320,-2845,9267,1626,Evening,Weekday,Summer
164.21,2024-07-03 21:00:00,6432,6965,321,-1496,2335,3570,Evening,Weekday,Summer
140.84,2024-07-03 22:00:00,6975,6976,331,-505,130,4140,Evening,Weekday,Summer
125.65,2024-07-03 23:00:00,7420,6974,323,-1010,117,3668,Evening,Weekday,Summer
118.74,2024-07-04 00:00:00,8001,6979,322,-1206,11,2531,Night,Weekday,Summer
129.58,2024-07-04 01:00:00,7690,6983,324,-794,11,2710,Night,Weekday,Summer
125.71,2024-07-04 02:00:00,7315,6990,323,-513,13,2255,Night,Weekday,Summer
132.44,2024-07-04 03:00:00,7224,6988,322,-103,11,1315,Night,Weekday,Summer
141.87,2024-07-04 04:00:00,7107,6998,322,-342,11,1410,Night,Weekday,Summer
171.44,2024-07-04 05:00:00,6761,7003,323,-208,19,1427,Night,Weekday,Summer
154.75,2024-07-04 06:00:00,6671,7007,323,3,11,1588,Morning,Weekday,Summer
104.34,2024-07-04 07:00:00,6517,7008,323,623,154,2255,Morning,Weekday,Summer
110.25,2024-07-04 08:00:00,5886,7011,324,644,4114,2412,Morning,Weekday,Summer
103.29,2024-07-04 09:00:00,4922,7003,290,-634,10484,1430,Morning,Weekday,Summer
103.55,2024-07-04 10:00:00,4619,7002,239,-975,14842,938,Morning,Weekday,Summer
103.37,2024-07-04 11:00:00,4224,6994,303,-1787,18081,782,Morning,Weekday,Summer
55.64,2024-07-04 12:00:00,4365,6985,308,-1913,18473,891,Afternoon,Weekday,Summer
54.64,2024-07-04 13:00:00,4373,6959,354,-1572,19169,892,Afternoon,Weekday,Summer
54.73,2024-07-04 14:00:00,4298,6953,350,-1966,18897,822,Afternoon,Weekday,Summer
55.6,2024-07-04 15:00:00,4298,6959,340,-2696,18964,798,Afternoon,Weekday,Summer
115.23,2024-07-04 16:00:00,4407,6952,289,-2738,17270,836,Afternoon,Weekday,Summer
159.62,2024-07-04 17:00:00,4697,6952,302,-2196,16580,878,Afternoon,Weekday,Summer
206.29,2024-07-04 18:00:00,5028,6940,294,-2267,17147,713,Evening,Weekday,Summer
218.52,2024-07-04 19:00:00,5505,6941,234,-2313,14697,1182,Evening,Weekday,Summer
167.85,2024-07-04 20:00:00,5719,6947,236,-1637,8751,2367,Evening,Weekday,Summer
158.04,2024-07-04 21:00:00,6397,6936,237,-515,2218,3931,Evening,Weekday,Summer
122.01,2024-07-04 22:00:00,8021,6945,237,-778,188,4325,Evening,Weekday,Summer
123.09,2024-07-04 23:00:00,9007,6958,238,-1685,125,4119,Evening,Weekday,Summer
123.26,2024-07-05 00:00:00,9050,6953,240,-1416,125,2893,Night,Weekday,Summer
130.15,2024-07-05 01:00:00,9004,6957,242,-1058,118,2858,Night,Weekday,Summer
130.87,2024-07-05 02:00:00,8505,7016,241,-1169,119,2430,Night,Weekday,Summer
132.07,2024-07-05 03:00:00,7676,6970,241,-587,117,2438,Night,Weekday,Summer
137.91,2024-07-05 04:00:00,6692,6984,250,-628,125,2269,Night,Weekday,Summer
149.33,2024-07-05 05:00:00,6099,6982,242,-212,118,2136,Night,Weekday,Summer
156.78,2024-07-05 06:00:00,5418,6979,242,-165,112,2361,Morning,Weekday,Summer
123.24,2024-07-05 07:00:00,5073,6986,242,619,242,2764,Morning,Weekday,Summer
141.78,2024-07-05 08:00:00,4541,6982,250,554,3710,2978,Morning,Weekday,Summer
134.83,2024-07-05 09:00:00,3837,6977,247,-619,10841,1820,Morning,Weekday,Summer
110.31,2024-07-05 10:00:00,4040,6978,241,-1546,14850,760,Morning,Weekday,Summer
105.34,2024-07-05 11:00:00,4436,6968,312,-2093,17736,838,Morning,Weekday,Summer
55.58,2024-07-05 12:00:00,5025,6964,299,-2836,18423,655,Afternoon,Weekday,Summer
52.85,2024-07-05 13:00:00,5226,6954,353,-2492,19408,684,Afternoon,Weekday,Summer
56.54,2024-07-05 14:00:00,5519,6948,351,-2660,19424,809,Afternoon,Weekday,Summer
75.56,2024-07-05 15:00:00,5951,6935,351,-2867,19039,585,Afternoon,Weekday,Summer
150.82,2024-07-05 16:00:00,6028,6929,297,-2697,18583,656,Afternoon,Weekday,Summer
179.58,2024-07-05 17:00:00,6713,6921,299,-3089,17873,780,Afternoon,Weekday,Summer
198.42,2024-07-05 18:00:00,7643,6920,301,-3389,16405,968,Evening,Weekday,Summer
209.22,2024-07-05 19:00:00,8182,6919,314,-4588,12440,1278,Evening,Weekday,Summer
173.69,2024-07-05 20:00:00,9657,6935,252,-3937,6990,1817,Evening,Weekday,Summer
155.7,2024-07-05 21:00:00,8997,6941,253,-428,1801,2630,Evening,Weekday,Summer
154.01,2024-07-05 22:00:00,8174,6955,320,967,206,3332,Evening,Weekday,Summer
149.51,2024-07-05 23:00:00,6869,6968,339,439,181,3491,Evening,Weekday,Summer
132.38,2024-07-06 00:00:00,6186,6973,389,1064,168,2682,Night,Weekend,Summer
124.09,2024-07-06 01:00:00,6177,6977,412,1196,162,3024,Night,Weekend,Summer
130.12,2024-07-06 02:00:00,5377,6985,307,1934,163,2269,Night,Weekend,Summer
123.48,2024-07-06 03:00:00,6016,6978,188,2017,169,1534,Night,Weekend,Summer
123.14,2024-07-06 04:00:00,5836,6976,190,1380,161,1326,Night,Weekend,Summer
120.05,2024-07-06 05:00:00,5749,6976,192,1927,161,1513,Night,Weekend,Summer
87.52,2024-07-06 06:00:00,5502,6975,190,1703,161,1534,Morning,Weekend,Summer
43.13,2024-07-06 07:00:00,5420,6987,200,1411,227,1410,Morning,Weekend,Summer
37.9,2024-07-06 08:00:00,4890,6982,191,1078,2775,1855,Morning,Weekend,Summer
37.74,2024-07-06 09:00:00,4421,6978,206,700,8257,1222,Morning,Weekend,Summer
37.13,2024-07-06 10:00:00,4757,6981,206,-446,11823,748,Morning,Weekend,Summer
36.61,2024-07-06 11:00:00,4323,6972,206,-615,13764,791,Morning,Weekend,Summer
37.4,2024-07-06 12:00:00,5261,6968,208,-932,13722,598,Afternoon,Weekend,Summer
37.56,2024-07-06 13:00:00,5094,6967,206,-1135,14659,538,Afternoon,Weekend,Summer
37.87,2024-07-06 14:00:00,5727,6963,248,-1441,14873,465,Afternoon,Weekend,Summer
36.86,2024-07-06 15:00:00,5369,6954,254,-1294,14075,537,Afternoon,Weekend,Summer
40.25,2024-07-06 16:00:00,5006,6950,264,-747,12837,582,Afternoon,Weekend,Summer
46.35,2024-07-06 17:00:00,5323,6952,253,-488,12398,422,Afternoon,Weekend,Summer
64.69,2024-07-06 18:00:00,5926,6950,208,-206,11373,591,Evening,Weekend,Summer
88.83,2024-07-06 19:00:00,7942,6947,182,-1106,10258,679,Evening,Weekend,Summer
110.76,2024-07-06 20:00:00,11557,6953,195,-1903,6805,570,Evening,Weekend,Summer
96.45,2024-07-06 21:00:00,12272,6962,181,-161,2163,1262,Evening,Weekend,Summer
109.96,2024-07-06 22:00:00,11598,6973,195,477,239,1470,Evening,Weekend,Summer
102.63,2024-07-06 23:00:00,11703,6987,182,67,227,1207,Evening,Weekend,Summer
98.09,2024-07-07 00:00:00,10798,6991,183,40,227,1146,Night,Weekend,Summer
98.73,2024-07-07 01:00:00,9992,6989,185,186,217,1367,Night,Weekend,Summer
97.85,2024-07-07 02:00:00,9276,6999,187,79,217,1315,Night,Weekend,Summer
111.02,2024-07-07 03:00:00,7758,7006,195,24,218,1409,Night,Weekend,Summer
111.15,2024-07-07 04:00:00,6716,7012,195,171,217,1451,Night,Weekend,Summer
118.08,2024-07-07 05:00:00,6247,7011,188,533,217,1413,Night,Weekend,Summer
81.92,2024-07-07 06:00:00,6065,7014,187,609,217,1217,Morning,Weekend,Summer
49.59,2024-07-07 07:00:00,5063,7019,186,1051,288,1389,Morning,Weekend,Summer
41.66,2024-07-07 08:00:00,3813,7015,194,263,3259,1025,Morning,Weekend,Summer
41.15,2024-07-07 09:00:00,2798,7017,185,-493,9389,671,Morning,Weekend,Summer
41.04,2024-07-07 10:00:00,1660,7023,184,-1099,11612,777,Morning,Weekend,Summer
41.29,2024-07-07 11:00:00,1348,7009,184,-967,13024,543,Morning,Weekend,Summer
40.41,2024-07-07 12:00:00,1134,7009,196,-949,13612,517,Afternoon,Weekend,Summer
40.67,2024-07-07 13:00:00,1197,6999,195,-1351,14279,525,Afternoon,Weekend,Summer
41.07,2024-07-07 14:00:00,1316,7003,185,-1284,14977,591,Afternoon,Weekend,Summer
41.15,2024-07-07 15:00:00,1517,6981,183,-1018,13941,590,Afternoon,Weekend,Summer
45.34,2024-07-07 16:00:00,1370,6970,197,-1052,13161,620,Afternoon,Weekend,Summer
85.4,2024-07-07 17:00:00,1542,6972,192,-1979,13878,525,Afternoon,Weekend,Summer
112.75,2024-07-07 18:00:00,2102,6964,192,-2099,14402,671,Evening,Weekend,Summer
153.06,2024-07-07 19:00:00,2675,6954,206,-2054,13736,945,Evening,Weekend,Summer
157.77,2024-07-07 20:00:00,4056,6966,206,-1083,9075,1337,Evening,Weekend,Summer
152.84,2024-07-07 21:00:00,4572,6969,192,584,2360,2252,Evening,Weekend,Summer
140.63,2024-07-07 22:00:00,4612,6972,192,1837,234,3177,Evening,Weekend,Summer
128.3,2024-07-07 23:00:00,4917,6979,193,1761,223,3036,Evening,Weekend,Summer
128.56,2024-07-08 00:00:00,5098,6983,193,1078,223,2020,Night,Weekday,Summer
128.15,2024-07-08 01:00:00,4762,6972,197,791,31,1909,Night,Weekday,Summer
125.04,2024-07-08 02:00:00,4864,6983,217,227,31,1467,Night,Weekday,Summer
126.38,2024-07-08 03:00:00,4805,6978,295,557,31,1212,Night,Weekday,Summer
129.73,2024-07-08 04:00:00,4387,6977,377,742,31,1374,Night,Weekday,Summer
151.69,2024-07-08 05:00:00,4030,6993,466,551,31,1410,Night,Weekday,Summer
170.52,2024-07-08 06:00:00,4168,6989,418,567,29,1652,Morning,Weekday,Summer
143.56,2024-07-08 07:00:00,4235,6985,253,912,93,2798,Morning,Weekday,Summer
161.42,2024-07-08 08:00:00,3994,6988,324,813,3305,3287,Morning,Weekday,Summer
144.99,2024-07-08 09:00:00,3518,6984,274,-405,10348,1608,Morning,Weekday,Summer
138.21,2024-07-08 10:00:00,3618,6985,301,-2013,14149,914,Morning,Weekday,Summer
135.13,2024-07-08 11:00:00,3819,6979,294,-2595,16701,617,Morning,Weekday,Summer
86.06,2024-07-08 12:00:00,3822,6974,249,-2212,17966,663,Afternoon,Weekday,Summer
92.04,2024-07-08 13:00:00,4649,6965,257,-2554,18215,593,Afternoon,Weekday,Summer
92.0,2024-07-08 14:00:00,5171,6965,251,-2918,18400,577,Afternoon,Weekday,Summer
100.17,2024-07-08 15:00:00,5811,6956,240,-4351,18550,646,Afternoon,Weekday,Summer
155.32,2024-07-08 16:00:00,6551,6952,242,-4751,18074,538,Afternoon,Weekday,Summer
